id,hora_de_criacao,hora_da_modificacao,proprietario_do_matricula,proprietario_do_matricula_name,aluno,data_de_desistencia_do_curso,estagio,nota_final,processo_seletivo,turma,criado_por,opcao_de_sair_do_email,hora_da_ultima_atividade,modificado_por,mass_update,motivo_da_desistencia,tipo_de_comunicacao,aluno_destaque,justificativa_comunicacao,aws_certified_cloud_practitioner,data_de_resultado,data_do_agendamento,reprovacao_laboratorio,reprovacao_por_falta,voucher_distribuido,criar_empregabilidade,pular_envio_vc2,tipo_de_matricula
5288345000130055069,30/09/2024 08:40,20/02/2025 13:20,5288345000000366001,Administrador EdN,5.288345000031447e+18,,Aprovado,80.0,,5.288345000116415e+18,5288345000000366001,No,20/02/2025 13:20,5288345000015189003,,,,No,,,,,No,No,Yes,No,No,Curso de extensão
5288345000130062118,30/09/2024 08:40,20/02/2025 13:20,5288345000000366001,Administrador EdN,5.288345000066545e+18,,Aprovado,79.0,,5.288345000116415e+18,5288345000000366001,No,20/02/2025 13:20,5288345000015189003,,,,No,,,,,No,No,Yes,No,No,Curso de extensão
5288345000131487126,08/10/2024 06:07,20/02/2025 13:12,5288345000000366001,Administrador EdN,5.288345000050957e+18,,Aprovado,90.0,,5.288345000131746e+18,5288345000000366001,No,20/02/2025 13:12,5288345000015189003,,,,No,,,05/02/2025,05/02/2025,No,No,Yes,No,No,Curso de extensão
5288345000131492167,08/10/2024 06:07,20/02/2025 13:12,5288345000000366001,Administrador EdN,5.288345000054577e+18,,Aprovado,90.0,,5.288345000131746e+18,5288345000000366001,No,20/02/2025 13:12,5288345000015189003,,,,No,,,,15/03/2025,No,No,Yes,No,No,Curso de extensão
5288345000131505069,08/10/2024 06:07,20/02/2025 13:12,5288345000000366001,Administrador EdN,5.288345000066578e+18,,Aprovado,93.0,,5.288345000131746e+18,5288345000000366001,No,20/02/2025 13:12,5288345000015189003,,,,No,,,05/02/2025,04/02/2025,No,No,Yes,No,No,Curso de extensão
5288345000131575128,08/10/2024 06:07,20/02/2025 13:12,5288345000000366001,Administrador EdN,5.288345000069232e+18,,Aprovado,92.0,,5.288345000131746e+18,5288345000000366001,No,20/02/2025 13:12,5288345000015189003,,,,No,,,18/02/2025,18/02/2025,No,No,Yes,No,No,Curso de extensão
5288345000131663299,08/10/2024 06:07,20/02/2025 13:08,5288345000000366001,Administrador EdN,5.288345000048034e+18,,Aprovado,87.0,,5.288345000131746e+18,5288345000000366001,No,20/02/2025 13:08,5288345000015189003,,,,No,,,,,No,No,Yes,No,No,Curso de extensão
5288345000131671180,08/10/2024 06:07,20/02/2025 13:12,5288345000000366001,Administrador EdN,5.288345000046974e+18,,Aprovado,82.0,,5.288345000131746e+18,5288345000000366001,No,20/02/2025 13:12,5288345000015189003,,,,No,,,,,No,No,No,No,No,Curso de extensão
5288345000138641056,01/11/2024 10:54,20/02/2025 12:53,5288345000000366001,Administrador EdN,5.288345000124022e+18,,Aprovado,93.0,5.288345000124039e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:53,5288345000015189003,,,Empregabilidade,No,,Reprovado,17/02/2025,17/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138645037,01/11/2024 10:54,20/02/2025 12:53,5288345000000366001,Administrador EdN,5.288345000124818e+18,,Aprovado,97.0,5.288345000124751e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:53,5288345000015189003,,,Empregabilidade,No,,Agendado,,24/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138650038,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.288345000128267e+18,,Aprovado,100.0,5.288345000128336e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Agendado,,25/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138660031,01/11/2024 10:54,20/02/2025 12:53,5288345000000366001,Administrador EdN,5.288345000079978e+18,,Aprovado,94.0,5.288345000123161e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:53,5288345000015189003,,,Empregabilidade,No,,Aprovado,19/02/2025,19/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138662028,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.288345000125939e+18,,Aprovado,97.0,5.288345000125981e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Agendado,,15/04/2025,No,No,Yes,Yes,No,Curso Base
5288345000138664059,01/11/2024 10:54,20/02/2025 12:55,5288345000000366001,Administrador EdN,5.288345000123654e+18,,Aprovado,100.0,5.288345000123718e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:55,5288345000015189003,,,Empregabilidade,No,,Agendado,,22/03/2025,No,No,Yes,Yes,No,Curso Base
5288345000138668082,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.288345000122905e+18,,Aprovado,94.0,5.288345000122903e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Aprovado,17/02/2025,17/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138682056,01/11/2024 10:54,20/02/2025 12:55,5288345000000366001,Administrador EdN,5.288345000124055e+18,,Aprovado,100.0,5.28834500012398e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:55,5288345000015189003,,,Empregabilidade,No,,Agendado,,24/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138719051,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.28834500012016e+18,,Aprovado,99.0,5.288345000127593e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Aprovado,19/02/2025,19/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138724096,01/11/2024 10:54,20/02/2025 12:53,5288345000000366001,Administrador EdN,5.288345000121925e+18,,Aprovado,99.0,5.28834500012161e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:53,5288345000015189003,,,Empregabilidade,No,,,,,No,No,No,Yes,No,Curso Base
5288345000138729049,01/11/2024 10:54,20/02/2025 12:53,5288345000000366001,Administrador EdN,5.288345000121983e+18,,Aprovado,100.0,5.288345000121946e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:53,5288345000015189003,,,Empregabilidade,No,,Agendado,,24/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138732115,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.288345000121967e+18,,Aprovado,100.0,5.288345000121983e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Agendado,,26/03/2025,No,No,Yes,Yes,No,Curso Base
5288345000138736052,01/11/2024 10:54,20/02/2025 12:55,5288345000000366001,Administrador EdN,5.288345000125118e+18,,Aprovado,100.0,5.288345000125156e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:55,5288345000015189003,,,Empregabilidade,No,,Agendado,,25/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138756052,01/11/2024 10:54,20/02/2025 12:53,5288345000000366001,Administrador EdN,5.288345000095484e+18,,Aprovado,94.0,5.288345000126629e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:53,5288345000015189003,,,Empregabilidade,No,,Agendado,,24/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138767075,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.288345000122916e+18,,Aprovado,100.0,5.288345000123118e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Aprovado,19/02/2025,19/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138769097,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.288345000124078e+18,,Aprovado,98.0,5.288345000124081e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Aprovado,14/02/2025,14/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138774024,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.2883450001232e+18,,Aprovado,100.0,5.288345000123159e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Aprovado,14/02/2025,14/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138786012,01/11/2024 10:54,20/02/2025 12:55,5288345000000366001,Administrador EdN,5.288345000120515e+18,,Aprovado,99.0,5.288345000120488e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:55,5288345000015189003,,,Empregabilidade,No,,Agendado,,26/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138788040,01/11/2024 10:54,20/02/2025 12:49,5288345000000366001,Administrador EdN,5.288345000122191e+18,,Aprovado,99.0,5.288345000121989e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:49,5288345000015189003,,,Empregabilidade,No,,Aprovado,19/02/2025,19/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138790052,01/11/2024 10:54,20/02/2025 12:55,5288345000000366001,Administrador EdN,5.288345000121971e+18,,Aprovado,100.0,5.288345000122094e+18,5.288345000138776e+18,5288345000000366001,No,20/02/2025 12:55,5288345000015189003,,,Empregabilidade,No,,Agendado,,21/04/2025,No,No,Yes,Yes,No,Curso Base
5288345000138842196,04/11/2024 07:25,20/02/2025 13:08,5288345000000366001,Administrador EdN,5.288345000078662e+18,,Aprovado,84.0,,5.288345000131746e+18,5288345000000366001,No,20/02/2025 13:08,5288345000015189003,,,,No,,,,22/03/2025,No,No,Yes,No,No,Curso de extensão
5288345000138954187,04/11/2024 07:33,20/02/2025 13:08,5288345000000366001,Administrador EdN,5.288345000077981e+18,,Aprovado,89.0,,5.288345000131746e+18,5288345000000366001,No,20/02/2025 13:08,5288345000015189003,,,,No,,,,08/03/2025,No,No,Yes,No,No,Curso de extensão
5288345000149569025,17/12/2024 10:43,21/02/2025 05:44,5288345000000366001,Administrador EdN,5.288345000094717e+18,19/02/2025,Desistência,,,5.288345000149505e+18,5288345000000366001,No,21/02/2025 05:44,5288345000075727001,,Dificuldade em acompanhar o professor/curso,,No,,,,,No,No,No,No,No,
5288345000156196105,22/01/2025 05:21,21/02/2025 14:33,5288345000000366001,Administrador EdN,5.288345000126567e+18,21/02/2025,Desistência,,5.288345000126531e+18,5.288345000156311e+18,5288345000000366001,No,21/02/2025 14:33,5288345000140992001,,Evasão sem justificativa/sem retorno,,No,,,,,No,No,No,No,No,
5288345000130004036,30/09/2024 08:39,24/02/2025 04:18,5288345000000366001,Administrador EdN,5.28834500005227e+18,,Aprovado,84.0,,5.288345000116415e+18,5288345000000366001,No,24/02/2025 04:18,5288345000015189003,,,,No,,,,23/04/2025,No,No,Yes,No,No,Curso de extensão
5288345000138641048,01/11/2024 10:54,24/02/2025 04:57,5288345000000366001,Administrador EdN,5.288345000122942e+18,,Aprovado,100.0,5.288345000122931e+18,5.288345000138776e+18,5288345000000366001,No,24/02/2025 04:57,5288345000015189003,,,Empregabilidade,No,,Aprovado,21/02/2025,21/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138732091,01/11/2024 10:54,24/02/2025 04:47,5288345000000366001,Administrador EdN,5.288345000122932e+18,,Aprovado,100.0,5.288345000122939e+18,5.288345000138776e+18,5288345000000366001,No,24/02/2025 04:47,5288345000015189003,,,Empregabilidade,No,,Aprovado,23/02/2025,23/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138637221,01/11/2024 10:54,24/02/2025 05:10,5288345000000366001,Administrador EdN,5.288345000123636e+18,,Aprovado,100.0,5.288345000123636e+18,5.288345000138776e+18,5288345000000366001,No,24/02/2025 05:10,5288345000015189003,,,Empregabilidade,No,,Aprovado,20/02/2025,20/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000111901044,28/06/2024 13:13,24/02/2025 05:25,5288345000000366001,Administrador EdN,5.288345000086926e+18,,Aprovado,100.0,5.288345000086944e+18,5.288345000110742e+18,5288345000000366001,No,24/02/2025 05:25,5288345000015189003,,,Empregabilidade,No,Está desempregado,Agendado,,11/03/2025,No,No,Yes,Yes,No,Curso Base
5288345000123203146,30/08/2024 13:47,24/02/2025 05:23,5288345000000366001,Administrador EdN,5.288345000106363e+18,,Aprovado,88.0,5.288345000106376e+18,5.288345000121176e+18,5288345000000366001,No,24/02/2025 05:23,5288345000015189003,,,Empregabilidade,No,,Agendado,,24/05/2025,No,No,Yes,Yes,No,Curso Base
5288345000130047049,30/09/2024 08:27,24/02/2025 05:31,5288345000000366001,Administrador EdN,5.288345000116136e+18,,Aprovado,92.0,5.288345000119303e+18,5.28834500013011e+18,5288345000000366001,No,24/02/2025 05:31,5288345000015189003,,,Empregabilidade,No,,Agendamento Pendente,,,No,No,Yes,Yes,No,Curso Base
5288345000138668030,01/11/2024 10:54,24/02/2025 05:29,5288345000000366001,Administrador EdN,5.288345000125146e+18,,Aprovado,100.0,5.288345000125108e+18,5.288345000138776e+18,5288345000000366001,No,24/02/2025 05:29,5288345000015189003,,,Empregabilidade,No,,Agendado,,26/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138736093,01/11/2024 10:54,24/02/2025 05:29,5288345000000366001,Administrador EdN,5.288345000122162e+18,,Aprovado,100.0,5.288345000122042e+18,5.288345000138776e+18,5288345000000366001,No,24/02/2025 05:29,5288345000015189003,,,Empregabilidade,No,,Agendado,,02/04/2025,No,No,Yes,Yes,No,Curso Base
5288345000129969090,30/09/2024 08:39,24/02/2025 06:12,5288345000000366001,Administrador EdN,5.288345000046085e+18,,Aprovado,83.0,,5.288345000116415e+18,5288345000000366001,No,24/02/2025 06:12,5288345000015189003,,,,No,,,,11/03/2025,No,No,Yes,No,No,Curso de extensão
5288345000131549165,08/10/2024 06:07,24/02/2025 06:14,5288345000000366001,Administrador EdN,5.28834500008812e+18,,Aprovado,89.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 06:14,5288345000015189003,,,,No,,,,05/03/2025,No,No,Yes,No,No,Curso de extensão
5288345000122688298,28/08/2024 08:30,24/02/2025 09:47,5288345000000366001,Administrador EdN,5.288345000114397e+18,,Aprovado,98.0,5.28834500011436e+18,5.288345000122768e+18,5288345000000366001,No,24/02/2025 09:47,5288345000015189003,,,Empregabilidade,No,,NoShow,20/02/2025,20/02/2025,No,No,Yes,Yes,No,Curso Base
5288345000138716084,01/11/2024 10:54,24/02/2025 10:00,5288345000000366001,Administrador EdN,5.28834500011783e+18,,Aprovado,100.0,5.288345000117825e+18,5.288345000138776e+18,5288345000000366001,No,24/02/2025 10:00,5288345000015189003,,,Empregabilidade,No,,Agendamento Pendente,,,No,No,Yes,Yes,No,Curso Base
5288345000131518262,08/10/2024 06:07,24/02/2025 10:52,5288345000000366001,Administrador EdN,5.28834500009085e+18,,Aprovado,83.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 10:52,5288345000015189003,,,,No,,,,,No,No,No,No,No,Curso de extensão
5288345000131534213,08/10/2024 06:07,24/02/2025 10:50,5288345000000366001,Administrador EdN,5.288345000046219e+18,,Aprovado,84.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 10:50,5288345000015189003,,,,No,,,,,No,No,No,No,No,Curso de extensão
5288345000131664188,08/10/2024 06:07,24/02/2025 10:48,5288345000000366001,Administrador EdN,5.28834500004596e+18,,Aprovado,84.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 10:48,5288345000015189003,,,,No,,,,,No,No,No,No,No,Curso de extensão
5288345000131568131,08/10/2024 06:07,24/02/2025 10:55,5288345000000366001,Administrador EdN,5.288345000079971e+18,,Aprovado,83.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 10:55,5288345000015189003,,,,No,,,,,No,No,No,No,No,Curso de extensão
5288345000131581202,08/10/2024 06:07,24/02/2025 10:51,5288345000000366001,Administrador EdN,5.288345000049714e+18,,Aprovado,88.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 10:51,5288345000015189003,,,,No,,,,,No,No,No,No,No,Curso de extensão
5288345000131600164,08/10/2024 06:08,24/02/2025 10:50,5288345000000366001,Administrador EdN,5.288345000065255e+18,,Aprovado,92.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 10:50,5288345000015189003,,,,No,,,,,No,No,No,No,No,Curso de extensão
5288345000129993069,30/09/2024 08:39,24/02/2025 13:03,5288345000000366001,Administrador EdN,5.288345000045865e+18,,Aprovado,85.0,,5.288345000116415e+18,5288345000000366001,No,24/02/2025 13:03,5288345000015189003,,,,No,,,,26/03/2025,No,No,Yes,No,No,Curso de extensão
5288345000131491094,08/10/2024 06:07,24/02/2025 13:13,5288345000000366001,Administrador EdN,5.288345000052119e+18,,Aprovado,92.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 13:13,5288345000015189003,,,,No,,,,,No,No,Yes,No,No,Curso de extensão
5288345000131575152,08/10/2024 06:07,24/02/2025 13:13,5288345000000366001,Administrador EdN,5.288345000063876e+18,,Aprovado,91.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 13:13,5288345000015189003,,,,No,,,,,No,No,Yes,No,No,Curso de extensão
5288345000131662120,08/10/2024 06:07,24/02/2025 13:13,5288345000000366001,Administrador EdN,5.288345000049853e+18,,Aprovado,86.0,,5.288345000131746e+18,5288345000000366001,No,24/02/2025 13:13,5288345000015189003,,,,No,,,,,No,No,Yes,No,No,Curso de extensão
5288345000144672015,27/11/2024 13:12,24/02/2025 13:32,5288345000000366001,Administrador EdN,5.28834500010452e+18,22/02/2025,Desistência,,5.288345000104527e+18,5.288345000144563e+18,5288345000000366001,No,24/02/2025 13:32,5288345000140992001,,Conseguiu um emprego,,No,,,,,No,No,No,No,No,
5288345000157748036,28/01/2025 10:46,24/02/2025 16:04,5288345000000366001,Administrador EdN,5.28834500009088e+18,,Sem interesse,,,5.288345000155421e+18,5288345000000366001,No,24/02/2025 16:04,5288345000140992001,,,,No,,,,,No,No,No,No,No,
5288345000157791012,28/01/2025 10:46,24/02/2025 16:02,5288345000000366001,Administrador EdN,5.288345000042896e+18,,Sem interesse,,,5.288345000155421e+18,5288345000000366001,No,24/02/2025 16:02,5288345000140992001,,,,No,,,,,No,No,No,No,No,
5288345000109689053,19/06/2024 12:53,25/02/2025 05:53,5288345000000366001,Administrador EdN,5.288345000019876e+18,,Aprovado,100.0,,5.288345000109732e+18,5288345000000366001,No,25/02/2025 05:53,5288345000015189003,,,,No,,,25/02/2025,25/02/2025,No,No,Yes,No,No,Curso de extensão
5288345000092343491,28/03/2024 14:38,25/02/2025 06:29,5288345000000366001,Administrador EdN,5.288345000064667e+18,,Aprovado,100.0,5.288345000064655e+18,5.288345000090327e+18,5288345000000366001,No,25/02/2025 06:29,5288345000015189003,,,Empregabilidade,No,"Está em transição de carreira,Quer sair da empresa atual",Reprovado,02/08/2024,02/08/2024,No,No,Yes,Yes,No,Curso Base
5288345000130402264,02/10/2024 12:22,25/02/2025 06:22,5288345000000366001,Administrador EdN,5.288345000117811e+18,,Aprovado,91.0,5.288345000117816e+18,5.288345000129699e+18,5288345000000366001,No,25/02/2025 06:22,5288345000015189003,,,Empregabilidade,No,,Agendado,,08/03/2025,No,No,Yes,Yes,No,Curso Base
5288345000163801013,19/02/2025 05:33,25/02/2025 07:08,5288345000000366001,Administrador EdN,5.288345000141489e+18,24/02/2025,Desistência,,5.288345000141521e+18,5.288345000163767e+18,5288345000000366001,No,25/02/2025 07:08,5288345000075727001,,Conseguiu um emprego,,No,,,,,No,No,No,No,No,
5288345000112201445,02/07/2024 11:31,19/02/2025 13:40,5288345000000366001,Administrador EdN,5.288345000107212e+18,,Aprovado,75.0,5.288345000107234e+18,5.288345000112339e+18,5288345000000366001,No,19/02/2025 13:40,5288345000015189003,,,Empregabilidade,No,,Reprovado,20/12/2024,20/12/2024,No,No,Yes,Yes,No,Curso Base
5288345000067422111,24/11/2023 13:31,20/02/2025 04:45,5288345000000366001,Administrador EdN,5.288345000049446e+18,,Aprovado,96.0,5.288345000049857e+18,5.288345000067452e+18,5288345000000366001,No,20/02/2025 04:45,5288345000015189003,14/12/2023,,Empregabilidade,No,Está desempregado,Agendado,,20/02/2025,No,No,Yes,Yes,No,Curso Base
